text,emotion
Spokoj tej chwili daje mi sile do dzialania.,kontemplujacy
Nie moge sie z tym pogodzic.,smutny
Chwila zadumy nad spokojem natury daje mi poczucie ze wszystko jest na swoim miejscu.,kontemplujacy
Zaskoczylo mnie to to wykracza poza moje wyobrazenia!,zaskoczony
Co jesli to jest prawda?!,przerazony
To cudowne uczucie!,szczesliwy
Jestem naprawde szczesliwy!,szczesliwy
Jestem pelen entuzjazmu i optymizmu!,szczesliwy
Brak slow na tak niski poziom,zdegustowany
Zaskoczylo mnie to do granic mozliwosci! ,zaskoczony
W tej chwili czuje jak kazda mysl staje sie coraz bardziej przejrzysta.,kontemplujacy
Czuje sie zagubiony.,smutny
Jestem zawiedziony tym co sie stalo,zdegustowany
Nie mialem pojecia ze to wyjdzie tak dobrze!,zaskoczony
To idealny moment na swietowanie!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Nie wiem jak poradzic sobie z tym stresem.,smutny
Zdecydowanie to nie jest cos co mozna zaakceptowac. ,zdegustowany
Znowu czuje sie jakbym nie mial nadziei.,smutny
Zaraz zatone w tym wszystkim!,przerazony
Nie wiem jak sie z tego wydostac,przerazony
Wow to jest naprawde cos wspanialego nie moge tego ogarnac!,zaskoczony
To trzeba jeszcze potwierdzic,neutralny
Nie wiem jak dlugo wytrzymam,przerazony
Znowu wszystko sie rozpadlo,zly
Nie wiem jak to wszystko przetrwac,przerazony
Skontaktuje sie z odpowiednia osoba w tej sprawie,neutralny
Po prostu nie wiem jak to wytrzymac,zly
Przejdzmy do tego powoli,neutralny
To jest po prostu rewelacja nie spodziewalem sie az takiego efektu!,zaskoczony
Jestem pelen szczescia!,szczesliwy
Wow jaki piekny wynik!,zaskoczony
To jest czas ktory chce zapamietac.,kontemplujacy
Po prostu tego nie rozumiem,zly
Zaraz bede plakac z przerazenia!,przerazony
Cala sytuacja jest jednym wielkim nieporozumieniem ktorego nie da sie rozwiazac. ,zdegustowany
To jest jak marzenie! ,zaskoczony
To przekracza wszelkie granice,zdegustowany
Kazda sekunda tej ciszy przypomina mi jak wazna jest rownowaga w moim zyciu.,kontemplujacy
To cudowna wiadomosc pelna szczescia!,szczesliwy
Nie moge znalezc ukojenia.,smutny
Nie potrafie wyjsc z tego stanu.,smutny
Nie widze sensu dalszej walki.,smutny
Jestem pelen radosci!,szczesliwy
Jestem pelen szczescia!,szczesliwy
Moje cialo i umysl odpoczywaja w harmonii.,kontemplujacy
To mnie po prostu wykancza!,zly
Nie mam juz na nic sily.,smutny
Ta chwila daje mi poczucie wewnetrznego pokoju.,kontemplujacy
Nie wiem jak poradzic sobie z tym bolem.,smutny
Zajmijmy sie tym w odpowiednim momencie,neutralny
Nie wytrzymam dluzej w takiej sytuacji. ,zdegustowany
Znowu to samo juz nie mam sil,zdegustowany
To wykracza poza moje najgorsze leki,przerazony
Jakie to wszystko jest nieopisanie piekne.,kontemplujacy
Za chwile to rozwiazanie,neutralny
Znowu wszystko sie rozpadlo jak to przezyc?,zly
To uczucie pochlania mnie jak gleboka woda,przerazony
To mnie po prostu zniszczy nie wiem jak wytrzymac dluzej!,zly
Nic nie usprawiedliwia tego co sie wlasnie wydarzylo. ,zdegustowany
Znowu czuje sie jakbym byl w samym srodku ciemnosci.,smutny
Potrzebuje chwile aby to zweryfikowac,neutralny
Wow to wyglada absolutnie fenomenalnie!,zaskoczony
Potrzebuje chwile,neutralny
Jestem pelen szczescia!,szczesliwy
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen energii!,szczesliwy
Zaraz wroce z odpowiedzia,neutralny
Jestem pelen emocji!,szczesliwy
Zatrzymuje sie na chwile by poczuc jak wszystko wokol mnie ma swoje miejsce.,kontemplujacy
Nie moge uwierzyc w ta niekompetencje,zdegustowany
Moje cialo staje sie lzejsze z kazda chwila odpoczynku.,kontemplujacy
Boze co teraz?,przerazony
Za chwile podam szczegoly,neutralny
Jestem pelen ekscytacji i wdziecznosci!,szczesliwy
Jestem pelen optymizmu!,szczesliwy
W chwilach ciszy czuje jak moje mysli staja sie wyrazniejsze.,kontemplujacy
Patrze na te krajobrazy i czuje uniesienie.,kontemplujacy
Znowu to sie dzieje nie moge tego wytrzymac,zly
Kazdy oddech w tej chwili pomaga mi poczuc sie bardziej zharmonizowanym z soba.,kontemplujacy
To wymaga wiekszej uwagi,neutralny
Kazdy dzien to walka!,zly
Nie wiem jak zniesc ten strach,przerazony
Skontaktuje sie z odpowiednia osoba w tej sprawie,neutralny
Takiego czegos sie nie spodziewalem! ,zaskoczony
Zdecydowanie czuje ze sytuacja jest juz nie do uratowania.,zdegustowany
Chociaz staram sie zrozumiec dlaczego wszystko wydaje sie byc na opak czuje ze nic nie idzie w dobra strone a kolejne niepowodzenia tylko podkopaly moja wiare w to ze cos moze sie zmienic na lepsze.,zdegustowany
Jestem pelen pozytywnej energii!,szczesliwy
To jest nieakceptowalne,zdegustowany
Co za cudowna okazja!,szczesliwy
To jak wspaniala przygoda!,szczesliwy
Jak to w ogole mozliwe?,przerazony
Patrze na to i czuje sie szczesliwy.,kontemplujacy
To wyjatkowa chwila!,szczesliwy
Nie ma problemu poczekamy,neutralny
Nie wiem co zrobic juz nie mam pomyslu!,zly
To jest jakby swiat byl pelen mroku i strachu,przerazony
Znowu wszystko sie sypie,zly
Zaskoczylo mnie to w sposob ktory kompletnie zmienia wszystko!,zaskoczony
To dla mnie za trudne.,smutny
To wykracza poza wszelkie moje wyobrazenia!,zaskoczony
Czuje jak serce bije mi spokojniej.,kontemplujacy
Nie potrafie znalezc sensu.,smutny
Skontaktuje sie z odpowiednimi osobami,neutralny
Wow to jest tak wyjatkowe ze nie potrafie tego opisac!,zaskoczony
Nie wiem jak sobie z tym poradze.,smutny
Ojej to wyglada tak dobrze ze az nie moge uwierzyc!,zaskoczony
To po prostu przekracza granice. ,zdegustowany
Nie potrafie wyrwac sie z tego uczucia,przerazony
Nie wiem co jeszcze mnie czeka.,smutny
To uczucie nie pozwala mi ruszyc do przodu,przerazony
Chwila odpoczynku pozwala mi poczuc jak moje cialo staje sie coraz lzejsze.,kontemplujacy
Potrzebuje chwile aby to zrobic,neutralny
Nie musimy sie spieszyc,neutralny
Co za wspanialy moment!,szczesliwy
To jak zly sen ktory trwa,przerazony
Znowu nic sie nie udalo,zly
Jestem wypalony emocjonalnie.,smutny
Mozemy to omowic,neutralny
Jak oni mogli do tego dopuscic?,zdegustowany
To jak cudowna przygoda!,szczesliwy
Jestem calkowicie w szoku! ,zaskoczony
Wow to wyglada tak dobrze ze az musze to zobaczyc ponownie!,zaskoczony
Wow to jest prawdziwa sensacja!,zaskoczony
Nie wiem jak to przezyje,przerazony
Nie wiem jak przez to przebrnac.,smutny
Skontaktuje sie z kims pozniej,neutralny
Chwile ciszy pozwalaja mi poczuc sie w pelni zharmonizowanym z otaczajacym swiatem.,kontemplujacy
Nie wytrzymam tej sytuacji!,przerazony
Po prostu nie wiem co dalej.,smutny
Nie potrafie odnalezc w sobie nadziei.,smutny
Jestem pelen szczescia i optymizmu!,szczesliwy
Po prostu nie wiem co z tym zrobic,zly
Trzeba poczekac na odpowiedz,neutralny
To przeroslo wszelkie granice!,zaskoczony
To wspanialy dzien!,szczesliwy
Za moment to zrealizujemy,neutralny
Nie wiem jak przejsc przez to.,smutny
Zajmuje sie tym pozniej,neutralny
Jestem wkurzony,zly
Znowu cos poszlo nie tak nie wiem jak to wytrzymac,zdegustowany
Chwila ciszy napelnia mnie spokojem ktory otacza mnie z kazdej strony.,kontemplujacy
Zajmijmy sie tym teraz,neutralny
Wow to jest cos czego sie kompletnie nie spodziewalem!,zaskoczony
Czuje jak ta chwila wypelnia mnie spokojem ktory przenika kazda moja mysl.,kontemplujacy
Ojej to jest totalnie niesamowite co sie stalo!,zaskoczony
To zmienia wszystko czego sie spodziewalem!,zaskoczony
Jak to w ogole mozliwe?,zdegustowany
Chwila kontemplacji pozwala mi poczuc jak moje mysli staja sie spokojniejsze.,kontemplujacy
To jest kompletna porazka,zdegustowany
Zaraz oszaleje!,przerazony
To jest dramat,zdegustowany
Nie wiem co robic czuje sie zagubiony.,smutny
To mnie doslownie przerasta!,przerazony
Musze to jeszcze przemyslec,neutralny
Zastanawiam sie jak moglismy przeoczyc tak wazny detal. ,zdegustowany
To jest absolutny koszmar,przerazony
Wow jak to sie moglo udac?,zaskoczony
To piekno przypomina mi co jest wazne.,kontemplujacy
Jestem zmeczony ta sytuacja,zly
Nie wiem jak wytrwac kolejny dzien,przerazony
Kazdy oddech staje sie glebszy a moje cialo bardziej zrelaksowane.,kontemplujacy
Brak slow to jest po prostu obrzydliwe,zdegustowany
Zaraz cos sie stanie!,przerazony
Jestem wniebowziety!,szczesliwy
Nie wiem co sie dzieje ale jestem przerazony!,przerazony
To uczucie jest jak obled,przerazony
To najlepsza rzecz jaka mi sie przytrafila!,szczesliwy
Po prostu fantastycznie!,szczesliwy
To piekne zaskoczenie!,zaskoczony
Chwile ciszy przypominaja mi jak wazne jest by zatrzymac sie i docenic kazda chwile.,kontemplujacy
Za chwile to sprawdzimy,neutralny
To jest jak cos z innej rzeczywistosci! ,zaskoczony
Kompletny brak organizacji,zdegustowany
Jestem pelen pozytywnej energii!,szczesliwy
Kazdy dzien staje sie coraz bardziej przygnebiajacy.,smutny
To jest jak cos czego nie moglem sobie wyobrazic!,zaskoczony
Nie wytrzymam juz tej sytuacji!,zly
Skontaktuje sie z kims w tej sprawie,neutralny
Jestem pelen energii!,szczesliwy
Prosze poczekac moment,neutralny
Nie wiem jak to przejsc!,przerazony
Za chwile to sprawdzimy,neutralny
Bez komentarza,zdegustowany
Co jesli nie uda sie znalezc wyjscia?!,przerazony
Chcialbym czuc sie lepiej.,smutny
Po prostu nie wiem jak to zniesc. ,zdegustowany
To jak spelnione marzenie!,szczesliwy
Wow to jest absolutnie niesamowite!,zaskoczony
Nie mam sily na nic.,smutny
Wow to jest po prostu perfekcyjne nie moge uwierzyc!,zaskoczony
To jak najlepszy wybor!,szczesliwy
Zaraz znikne z przerazenia!,przerazony
Nie mam nadziei na przyszlosc.,smutny
O matko to jest jak cud!,zaskoczony
Chwila spokoju wypelnia mnie poczuciem pelnej obecnosci.,kontemplujacy
Stracilem motywacje do dzialania.,smutny
Nie jestem w stanie sie z tym pogodzic,przerazony
To uczucie mnie wyczerpuje,przerazony
Wow to jest najlepsze co moglo sie wydarzyc!,zaskoczony
Tak bardzo sie ciesze ze to sie stalo!,szczesliwy
W tej chwili moje cialo i umysl sa w pelnej synchronizacji.,kontemplujacy
Po prostu nie wierze w to wszystko,zly
Nie wiem jak to wszystko przejsc.,smutny
Zatrzymuje sie by poczuc jak kazda chwila jest pelna nowych perspektyw.,kontemplujacy
Znowu wszystko poszlo nie tak jak mialo byc,zly
Co sie dzieje?!,przerazony
Chwila z dala od halasu daje mi poczucie ze zycie moze byc pelne prostych radosci.,kontemplujacy
Po prostu nie moge tego wytrzymac,zly
Trzeba to skonsultowac,neutralny
To sie nie miesci w glowie,zdegustowany
Znowu czuje sie jakbym nie mial przyszlosci.,smutny
Znowu musze przez to przejsc,zly
Zupelnie tego nie rozumiem. ,zdegustowany
To jest za duzo do zrozumienia!,przerazony
Po prostu nie wytrzymam tego wszystkiego,zly
Zaraz to omowie,neutralny
To naprawde wyjatkowe!,szczesliwy
Nie moge juz tego dluzej zniesc,zly
Ukojenie ogarnia moje cialo.,kontemplujacy
Jak mozna pozwolic aby cos takiego sie wydarzylo? ,zdegustowany
Kazdy kamien kazda roslina ma swoja historie.,kontemplujacy
Patrze na zorze polarna i czuje jak cos w moim sercu spelnia swoje miejsce w wszechswiecie.,kontemplujacy
Nie wierze w to co sie tu dzieje,zdegustowany
Spokoj przenika moje cialo i umysl.,kontemplujacy
Rownowaga wypelnia kazda komorke mojego ciala.,kontemplujacy
To wymaga przemyslenia,neutralny
To uczucie mnie wyczerpuje,przerazony
Jestem pelen energii!,szczesliwy
Wow to mnie pozytywnie zaskoczylo nie spodziewalem sie tego!,zaskoczony
To niesamowity czas pelen szczescia!,szczesliwy
Czuje sie calkowicie osamotniony.,smutny
To jest naprawde wyjatkowa chwila!,szczesliwy
Skontaktuje sie z kims w tej sprawie,neutralny
Nie moge sie oswobodzic z tej pulapki,przerazony
Zaskoczylo mnie to tak ze czuje sie jakbym przeszedl przez burze!,zaskoczony
Znowu zaczynam wszystko od zera czemu?,zly
Nie chce w to wierzyc,przerazony
Znowu czuje sie jakbym nie mial nikogo kto by mnie zrozumial.,smutny
Znowu zaczynam od zera,zly
Nie potrafie uwierzyc ze to wszystko wymknelo sie spod kontroli. ,zdegustowany
To wszystko mnie przytlacza,zly
Po prostu nie wiem jak to przezyc,zly
Jestem na skraju wytrzymalosci!,zly
Znowu czuje sie jakbym stracil wszystko.,smutny
Za moment sprawdze,neutralny
Z kazdym oddechem czuje sie coraz bardziej w harmonii.,kontemplujacy
Nie moge przestac czuc ze cos mnie sciga,przerazony
To uczucie zbliza sie jak nieuchronna burza,przerazony
Czuje jak spokoj tego miejsca wypelnia moje wnetrze.,kontemplujacy
Po prostu nie wiem jak to przezyc,zly
Nie mam slow zeby opisac to co sie wlasnie wydarzylo. ,zdegustowany
Czuje sie jakbym byl bezradny to co sie dzieje po prostu mnie obrzydza,zdegustowany
Wow to jest tak genialne ze nie wiem jak to opisac!,zaskoczony
To wszystko mnie przytlacza,zly
Znowu to sie wydarzylo nie wiem jak to przezyc,zly
Wcale nie rozumiem jak mozna bylo do tego dopuscic. ,zdegustowany
Zaraz sie rozplacze!,przerazony
Wow to jest absolutna rewolucja!,zaskoczony
To jak najlepsza chwila!,szczesliwy
To kompletnie mnie przeraza,przerazony
Zastanawiam sie co naprawde sprawia ze czuje sie pelny i spelniony.,kontemplujacy
Czuje jak kazdy oddech jest pelen zycia.,kontemplujacy
Nie mam nadziei na nic.,smutny
Jestem pelen pozytywnych emocji!,szczesliwy
Chwila ciszy wypelnia mnie poczuciem pokoju ktory rozlewa sie we mnie.,kontemplujacy
Nie wiem jak wyjsc z tej sytuacji,przerazony
To nie miesci sie w glowie,zdegustowany
Zaraz przeanalizuje,neutralny
Nie moge juz tego dzwigac,zly
Nie mam juz sily na nic.,smutny
Jestem pelen szczescia!,szczesliwy
Nie mam pojecia jak to przezyje!,przerazony
Znowu wszystko sie psuje czemu to ja?,zly
Jestem pelen entuzjazmu i radosci!,szczesliwy
Nie wiem jak to przetrwac!,przerazony
Patrzac na gory w oddali czuje jak moje serce bije w rytm natury.,kontemplujacy
Nie wiem jak przejsc przez to.,smutny
Znowu czuje sie jakbym byl w ciemnej dolinie.,smutny
Zaraz wybuchne!,przerazony
Znowu czuje sie jakbym stracil nadzieje.,smutny
Wow to wyglada absolutnie genialnie nie potrafie tego wyrazic!,zaskoczony
To uczucie mnie paralizuje!,przerazony
To jakby ktos zniszczyl wszystko co zbudowalem,zdegustowany
To wymaga analizy,neutralny
Znowu czuje sie jakbym byl sam w tym swiecie.,smutny
Nic nie zmienia sie na lepsze.,smutny
Patrze na to wszystko i czuje sie po prostu zgnebiony jak mozna byc az tak nieodpowiedzialnym?,zdegustowany
Spokoj ogarnia moje cialo i umysl.,kontemplujacy
To niemozliwe!,przerazony
Zaskoczylo mnie to w najlepszy sposob! ,zaskoczony
To wymaga dokladniejszej analizy,neutralny
Zajmijmy sie tym pozniej,neutralny
Nie wierze co za cudowne zaskoczenie!,zaskoczony
Zaraz wybuchne ze strachu!,przerazony
To moment ktory bede wspominac na zawsze!,szczesliwy
Jestem pelen nadziei!,szczesliwy
To absolutnie wyjatkowe!,szczesliwy
Zatrzymuje sie na chwile by poczuc jak ten spokojny moment jest pelen znaczenia.,kontemplujacy
Po prostu nie mam slow. ,zdegustowany
To tak bardzo boli.,smutny
Kazda minuta jest napelniona spokojem.,kontemplujacy
Znowu wszystko sie sypie.,smutny
Ojej co za rezultat!,zaskoczony
To jak spelnione marzenie!,szczesliwy
Zajmijmy sie tym teraz,neutralny
Jestem zazenowany tym co sie stalo,zdegustowany
Spokoj tej chwili otula moje serce.,kontemplujacy
Jestem pelen energii!,szczesliwy
Jak ja mam z tym zyc?!,przerazony
Zupelnie stracilem nadzieje.,smutny
Nie potrafie sobie wybaczyc.,smutny
Nie wiem jak przez to wszystko przejsc.,smutny
To mnie rozrywa!,przerazony
Znowu wszystko mi wymyka sie z rak,zly
Znowu zostalem zawiedziony.,smutny
Nie wierze ze to sie dzieje,zdegustowany
Znowu musze to znosic dlaczego?,zly
Zajmijmy sie tym w odpowiednim momencie,neutralny
Wow to wyglada jak cos z innej bajki totalnie mnie zaskoczylo!,zaskoczony
Jestem pelen entuzjazmu!,szczesliwy
Znowu musze przejsc przez to samo,zly
Po tym wszystkim zastanawiam sie czy w ogole jest jakis sposob by to naprawic. ,zdegustowany
To po prostu nie do zaakceptowania!,zly
To na pewno nie bylo w planach! ,zaskoczony
Potrzebuje wiecej czasu na to,neutralny
Jestem pelen entuzjazmu i pozytywnej energii!,szczesliwy
Nie wierze w ten brak standardow,zdegustowany
Znowu sie z tym mecze!,zly
Sprawdze szczegoly pozniej,neutralny
Wow to jest absolutnie fenomenalne nie potrafie tego opisac!,zaskoczony
Znowu czuje sie rozczarowany.,smutny
Zatrzymuje sie na chwile by poczuc jak harmonia tego miejsca wplywa na moje mysli.,kontemplujacy
Nie mialem pojecia ze tak wyjdzie!,zaskoczony
Jestem pelen entuzjazmu!,szczesliwy
Zaraz wybuchne z tego strachu!,przerazony
Nie wierze ze tak nisko upadli,zdegustowany
To jest okropne!,przerazony
Zaraz cos wybuchnie!,przerazony
Z kazdym oddechem czuje jak moje cialo odpoczywa.,kontemplujacy
Znowu czuje sie jakbym byl w martwym punkcie.,smutny
Zaraz to rozwiaze,neutralny
Znowu czuje sie jakbym stracil sens zycia.,smutny
Zatrzymuje sie by poczuc jak spokoj tego miejsca wplywa na moje mysli.,kontemplujacy
Po prostu nie wiem jak to rozwiazac,zly
To absolutnie fantastyczne!,szczesliwy
To mnie totalnie dobija,zdegustowany
Trzeba to jeszcze omowic,neutralny
To mnie calkowicie przeraza,przerazony
Znowu wszystko sie nie udalo,zly
To ma sens,neutralny
Chwile spokoju przypominaja jak malo potrzeba by poczuc pelnie zycia.,kontemplujacy
Patrze na swiatlo ksiezyca czujac jak kazda jego refleksja wnosi spokoj do mojego serca.,kontemplujacy
Kazdy oddech przynosi mi ukojenie.,kontemplujacy
To mnie totalnie zaskoczylo nie spodziewalem sie az takiego efektu!,zaskoczony
Co za katastrofa,zdegustowany
Nie potrafie zrozumiec jak cos takiego jest mozliwe. ,zdegustowany
To co sie stalo jest absolutnie niewybaczalne. ,zdegustowany
Jestem pelen entuzjazmu i radosci!,szczesliwy
Nie wiem co robic ale musze sie uspokoic!,przerazony
W tej chwili czuje jak moje cialo wchodzi w stan pelnej harmonii.,kontemplujacy
Zaraz cos wybuchnie!,przerazony
Nie wiem jak przejsc przez te ciemnosc,przerazony
To mnie po prostu przytlacza!,zly
Nie moge w to uwierzyc to jest jak z filmu!,zaskoczony
To musze potwierdzic,neutralny
To cudowny moment!,szczesliwy
Chwila kontemplacji przynosi mi poczucie wewnetrznej rownowagi.,kontemplujacy
Nie ma sie czym martwic,neutralny
Skontaktuje sie z kims w tej sprawie,neutralny
Nie sadzilem ze to sie uda!,zaskoczony
Nie wiem jak przejsc przez to wszystko,zly
To jest absolutnie niewiarygodne!,zaskoczony
Nie moge tego zniesc. ,zdegustowany
To nie moze byc prawda,przerazony
Czuje ze czas tu plynie inaczej.,kontemplujacy
Jestem pelen energii!,szczesliwy
Jestem pelen pozytywnych emocji!,szczesliwy
Kazdy oddech przywraca mi poczucie spokoju.,kontemplujacy
Znowu wszystko sie rozpadlo,zly
Wow to absolutnie przeroslo moje oczekiwania jestem w szoku!,zaskoczony
Nie chce tego widziec!,przerazony
To jak wygrana na loterii!,szczesliwy
To jest niemozliwe do wytrzymania. ,zdegustowany
Spokoj tej chwili daje mi poczucie ukojenia.,kontemplujacy
Znowu nie moge tego zniesc,zly
To koszmar!,przerazony
Znowu czuje sie jakbym stracil wszystko na czym mi zalezalo.,smutny
Zaraz wybuchne ze strachu!,przerazony
To jest jak zupelnie inna rzeczywistosc!,zaskoczony
To mnie zniecheca,zdegustowany
Trzeba to rozwiazac,neutralny
Rownowaga jest moim stanem naturalnym.,kontemplujacy
To jak niesamowita przygoda!,szczesliwy
Jestem pelen entuzjazmu i szczescia!,szczesliwy
To absolutnie wspaniala okazja!,szczesliwy
Znowu czuje sie jakbym nie mial sensu.,smutny
Rownowaga wypelnia mnie od srodka.,kontemplujacy
Wow jestem zachwycony efektem!,zaskoczony
Znowu czuje sie jakbym byl na samym dnie.,smutny
Nie wiem co myslec,przerazony
Nie wiem jak przezyje to przerazenie!,przerazony
To najlepsza wiadomosc dnia!,zaskoczony
Trzeba to rozwiazac,neutralny
Wow jestem absolutnie zachwycony tym wynikiem!,zaskoczony
Nie moge zniesc tej bezsilnosci,zly
To jest nie do przyjecia,zdegustowany
Nie potrafie sie uwolnic od tego strachu,przerazony
Nie moge uwierzyc ze pozwolilismy na taka sytuacje. ,zdegustowany
Znowu czuje sie jakbym stracil wszystko.,smutny
Czuje sie jakbym przegral wszystko.,smutny
Za moment przygotuje odpowiedz,neutralny
Potrzebuje wiecej czasu na rozwiazanie,neutralny
Kazdy moment wypelnia mnie wewnetrzna cisza.,kontemplujacy
Potrzebuje kilku minut,neutralny
Musze to zweryfikowac,neutralny
Trzeba to omowic z zespolem,neutralny
Nie wierze ze po tylu probach wciaz jestesmy w tym samym punkcie. ,zdegustowany
Jestem juz wyczerpany ta sytuacja.,zly
Nie potrafie sie uwolnic od tego strachu,przerazony
Zajmijmy sie tym jednym krokiem na raz,neutralny
Nie wiem jak dalej zyc w tej pustce.,smutny
To przypomnienie jak cenny jest czas.,kontemplujacy
Znowu wszystko sie rozpada,zly
Kazda minuta tej chwili pomaga mi poczuc spokoj i harmonie.,kontemplujacy
Zglosze to po analizie,neutralny
Zaraz znikne w tym strachu!,przerazony
Jestem pelen entuzjazmu!,szczesliwy
Zatrzymuje sie by poczuc jak harmonia tego miejsca wplywa na moje mysli.,kontemplujacy
Czuje sie jednoscia z natura.,kontemplujacy
To jest cos czego sie nie spodziewalem ale to naprawde rewelacja!,zaskoczony
Jak piekne sa te male cuda.,kontemplujacy
Nie wiem co jeszcze moge zrobic.,smutny
Patrze na las i czuje jak spokojne dzwieki przyrody napelniaja mnie rownowaga.,kontemplujacy
Zaraz cos strasznego sie wydarzy!,przerazony
Oto czas na refleksje.,kontemplujacy
Chcialbym cofnac czas.,smutny
To naprawde mnie zniecheca. ,zdegustowany
Nie wiem jak mozna byc az tak lekkomyslnym to nie do pomyslenia. ,zdegustowany
Znowu wszystko sie psuje to mnie zniszczy,zly
Zglosze to po rozmowie,neutralny
Serce mi bije jak szalone!,przerazony
Patrze na las czujac jak kazda roslina i drzewo wprowadza mnie w stan harmonii.,kontemplujacy
Zaraz sie tym zajme,neutralny
To mnie po prostu zniecheca. ,zdegustowany
To uczucie zjada mnie od srodka,przerazony
Za chwile sprawdzimy szczegoly,neutralny
Zatrzymuje sie by poczuc jak cisza otaczajacego mnie swiata przenika moje mysli.,kontemplujacy
Zastanawiam sie co by sie stalo gdyby wszyscy zrozumieli jak wazna jest chwila obecna.,kontemplujacy
Znowu nie udalo sie,zly
Co za niesamowita okazja!,szczesliwy
To naprawde nie mialo prawa sie wydarzyc,zdegustowany
Chwila spokoju pozwala mi zrozumiec jak piekne jest to co mnie otacza.,kontemplujacy
Jestem pelen radosci i pozytywnych emocji!,szczesliwy
Zatrzymuje sie na chwile i pytam siebie czy naprawde wykorzystuje kazda chwile na cos wartosciowego.,kontemplujacy
Nie wiem co dalej z moim zyciem.,smutny
Jestem pelen radosci!,szczesliwy
Nie wiem co robic mam dosc!,zly
Zaraz oszaleje!,przerazony
Nie wiem co sie ze mna dzieje,przerazony
Znowu czuje sie jakbym stracil sens zycia.,smutny
Nie moge uwierzyc ze to sie wydarzylo! ,zaskoczony
Spokoj otacza mnie w tej chwili wypelniajac serce cisza.,kontemplujacy
To uczucie nie pozwala mi oddychac,przerazony
Jestem pelen radosci i pozytywnej energii!,szczesliwy
To uczucie sprawia ze czuje sie jak w potrzasku,przerazony
O matko to jest naprawde genialne jak to sie udalo!,zaskoczony
To jest po prostu za duzo!,przerazony
Nie moge wytrzymac tej frustracji,zly
Zaraz znajde odpowiedz,neutralny
W tej ciszy czuje jak wszystkie moje mysli staja sie prostsze.,kontemplujacy
Prosze poczekac chwile,neutralny
Nie moge tego zniesc!,przerazony
Zaskoczylo mnie to w sposob ktorego sie nie spodziewalem!,zaskoczony
Musze to potwierdzic,neutralny
To wspanialy moment!,szczesliwy
Kazda sekunda to prezent od wszechswiata.,kontemplujacy
Zdecydowanie nie jestem w stanie tego pojac. ,zdegustowany
Znowu wszystko na nic,zly
Co za wspanialy dzien!,szczesliwy
To naprawde mnie przygnebilo. ,zdegustowany
Zaraz dowiem sie co sie dzieje,neutralny
Jestem pelen radosci!,szczesliwy
To uczucie wkrada sie do mojego serca,przerazony
Jakie to wszystko jest cieple i kojace.,kontemplujacy
O matko to naprawde wyglada jak cud!,zaskoczony
Czuje ze trace kontrole nad soba,przerazony
Nie potrafie uwierzyc ze to sie dzieje. ,zdegustowany
Zajme sie tym po konsultacji,neutralny
O rany to sie naprawde wydarzylo!,zaskoczony
Z kazda minuta tej ciszy czuje jak moje cialo odpoczywa w pelnej harmonii.,kontemplujacy
Po prostu czuje sie zgnebiony!,zly
Chwile refleksji to momenty ktore zmieniaja sposob w jaki patrze na swiat.,kontemplujacy
To wyglada jak prawdziwa magia wspaniale!,zaskoczony
To jak spelnione marzenie!,szczesliwy
Zglosze te sprawe odpowiednim osobom,neutralny
Patrzac na spokojny krajobraz czuje jak moje mysli staja sie czystsze.,kontemplujacy
To musze jeszcze omowic,neutralny
To totalna porazka. ,zdegustowany
Brak mi slow na cos takiego,zdegustowany
Nie moge zniesc tej niepewnosci,przerazony
To nie moze byc prawda,przerazony
Naprawde zaczynam w watpic w to czy cokolwiek kiedykolwiek bedzie mialo sens bo w tej chwili wszystko wydaje sie byc jednym wielkim chaosem.,zdegustowany
To nie ma juz znaczenia.,smutny
Znowu zaczynam od zera po raz kolejny,zly
Tak sie ciesze z tej okazji!,szczesliwy
To moje marzenie ktore sie spelnilo!,szczesliwy
Jestem tak dumny z siebie!,szczesliwy
Jestem pelen radosci!,szczesliwy
Znowu wszystko sie rozpada nie wiem jak to naprawic,zly
Znowu wszystko sie rozpadlo co teraz?,zly
Nie wiem jak mam sobie z tym poradzic.,smutny
To jak bajka ktora sie spelnia!,szczesliwy
Trudno mi to przyjac,zdegustowany
Znowu to samo czemu?,zly
Znowu musze zaczac wszystko od nowa,zly
Po prostu mam tego dosyc,zly
Patrze i czuje wdziecznosc za te chwile.,kontemplujacy
Chwile milczenia przypominaja mi jak malo potrzeba by poczuc pelnie.,kontemplujacy
Zaskoczylo mnie to tak ze czuje sie jakbym byl w innym swiecie!,zaskoczony
To naprawde nie do przyjecia jak ktos moze byc az tak nieswiadomy swojego postepowania,zdegustowany
To jest absolutnie nie do zniesienia. ,zdegustowany
Czuje ze tutaj czas zatrzymal sie.,kontemplujacy
To jest jak spelnione marzenie nie moge w to uwierzyc!,zaskoczony
Nie wiem jak przez to przejsc.,smutny
Nie mam sily na nic.,smutny
Czuje sie czescia czegos wiekszego.,kontemplujacy
Znowu zawiodlem siebie,zly
Nie wiem jak sobie z tym dam rade,przerazony
To uczucie jest jak pieklo w mojej glowie,przerazony
Znowu czuje sie jakbym bladzil bez celu.,smutny
Po prostu nie wiem jak to przezyc,zly
Nie wiem jak sobie z tym poradzic,przerazony
